726,就一个锁，也没附带的那毛巾，还有个啥？,,,
736,内存卡放手机里面没有反应， 不知道是怎么回事,,,
766,配送一推再推，都半个月了还未发货。,,,
767,.....mmm,,,
768,什么情况都没收到货,,,
771,老牌子！！信价比高！！！,,,
773,一个字....  大,,,
782,风力不是特别大，声音有点儿大,,,
784,暂时还没发现缺点哦,,,
789,上面线头特别多。不知道是赶的太急还是怎么了。有的口就没缝住。,,,
790,是从哪里来的时候我就不想再去看了一个个公主,,,
795,护发素和发膜不能一起用的，产品图片误导顾客。,,,
797,说风大的你们都是逗比吧，这还风大，你家是真没有电扇啊～,,,
820,不想评价了,,,
843,什么鬼东西，居然割脖子，你们自己没试过吗？睡得着吗卖这种东西？,,,
871,很亮白，就是不知道成份是否安全。,,,
875,奶粉居然是2011年5月份的，都过去一年多了,,,
878,[追评]不是?，是！！！,,,
880,跟从日本买的不一样，从颜色到味道都不一样，没法传图片,,,
882,yonglemeiduojiujiuhuaile,,,
913,看啊可能out LOMO wwww呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜,,,
917,十一块买的呢！！！！！！！,,,
932,是啊哈哈,,,
942,记得发票,,,
944,睡觉的时候用应该会把我熏死吧。。。。感觉里面像掺了辣椒味一样的呛人。。。。,,,
965,实物和照片差距也太大了吧？这到底是不是一件东西？,,,
968,就那样！买家看着办,,,
977,吸力有点小！,,,
982,122,,,
987,排风口的拆不下来了,,,
1007,货我收到了质量真的很不错服务态度也很好颜色也很漂亮价格也很实惠值得我们大家一买,,,
1012,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,,,
1034,肯定是仿制品，湿脚，一点不透气，建议大家不要再上当。,,,
1037,隐隐约约隐隐约约有雨雨,,,
1038,还没使用 不知道&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,,,
1040,现在还没有使用，相信美的的产品,,,
1046,用了几天乳头有疼痛感，怀疑有激素，请商家解释一下。,,,
1048,。。。。。。。。。。。........,,,
1054,好像买的时候没看到什么优惠吧，货到后看到时买一送一（送了一盒50毫升的）,,,
1063,风扇mini，叶片更小，基本无风，得贴脸用。买时运费5元，退换货运费要8元，*元的商品而已。供后者参考,,,
1071,黑头没出来，皮撕掉了,,,
1072,买不到一个月就开裂了！！！,,,
1079,buzhadixxxxxxxxxxxx,,,
1088,根本没有化妆棉，骗子,,,
1089,没用没用没用太多了,,,
1091,乳液压不出来，我直接倒出来的?,,,
1097,声音小,,,
1108,*,,,
1123,充电的时候一直吱吱响 不知道怎么回事,,,
1130,比预想的要好，就是风有点小！,,,
1143,！！！！！！,,,
1149,东西就用了两天，第三天就歇菜了，一次性的玩意，大家别上当受骗了！,,,
1155,看下面评论，有跟我一样到件挡板弯掉的情况，到底是你们运输造成的还是生产造成的？很想换货,,,
1166,上当了简直就没风？？？,,,
1170,。？。。？？。东汉灭付钱啊,,,
1173,不说什么了,,,
1179,种了几种了，有二种一个芽没发，有三种发了芽，但是跟图片上的植物完全不一样呢，不像多肉植物,,,
1196,第一次购，囤货,,,
1209,电话卡发动机（！的：就%地方回合肥,,,
1216,用了一段时间，感觉没有说的哪种效果。,,,
1223,还没看呢，不知道怎么样,,,
1227,没发票,,,
1238,戴上也不见开桃花运,,,
1244,没用的，蟑螂一只都没死！,,,
1256,风扇太小了，那能有多大的风,,,
1284,一直在用，有一点香味,,,
1286,就值*,,,
1293,风量真的好小,,,
1298,昨天用了，比商场里买的稀多了。不知道为什么,,,
1309,不想乱作评价，只想说，以后类似化妆品打死也不在这儿买了。,,,
1324,@小柠檬 手机已收到！玩不了几分钟手机就有点发烫,,,
1329,连续用了 四瓶了， 每瓶与35升油混合，没发现什么效果， 还有人说用多了反而伤油路与发动机，不知道真假，用完六瓶看看,,,
1338,滋润度不够，没什么效果，也没什么香味，总之这个价位买这个产品一点都不划算,,,
1347,[追评]我购了但是机器的门锁经常锁不上，后来退货了，但是拉走一个星期了到现在都还没有退款，每天催客服，客服只是会道歉，说店家要走流程，这是什么鬼流程要走这么久？从来没有买东西买得这么受气的。,,,
1352, 中了魅族的毒，其他手机压根不考虑，自己上门提的货，只想说下台手机pro8[追评],,,
1356,[追评]买第三部了，没出现任何问题,,,
1365,声音有点大，动静大了点,,,
1367,色差那么大,,,
1369,给妈妈买的，把妈妈双手解放了。,,,
1384,比想象的小，不过是自己没看容量了,,,
1402,还没细看，但有几处印刷错误。,,,
1408,感觉洗的不是很彻底。。。,,,
1421,没有标注生产日期，这是为什么？,,,
1430,和安慰剂一个感觉，摸了和没摸没什么区别。。。,,,
1432,gcjhdfhdfhusdhudhuwdh,,,
1438,什么玩意，*元都嫌贵，哎，上当了，就当给他们买药吃算了！,,,
1439,正在使用中。。。。。,,,
1441,不能确定是纯牛皮的,,,
1444,连着站上去五次，每次体重都不一样，醉了,,,
1450,有点小费劲才能插上无线结头,,,
1452,老人用惯了，不习惯用滚筒的,,,
1463,给朋友买的，朋友反应有重启的现象，不知道大家有没有遇到过。,,,
1468,***多就这样,,,
1496,xxxxx,,,
1500,加冰水、冰种也没什么冷风效果。,,,
1517,读都读不出来，送的东西没好的,,,
1519,?&hellip;&hellip;、、、一,,,
1522,毛用没有，大家都别上当啊,,,
1537,跟图片还是有差距的。,,,
1538,全都起霉了，骗子。京东就是这样服务的吗？,,,
1539,一一道来一一道来一一道来,,,
1542,属于故障机,,,
1545,怎么把马油精华弄没了，只有马油霜,,,
1554,不大好哦,,,
1564,没玩记下就发热了   只有充电器  整机,,,
1596,螺纹只能旋1/4圈，拧在UV镜上后拆不下来了。,,,
1600,gjgdhhfchju,,,
1602,给女朋友的，好喜欢,,,
1604,这是胶做的！,,,
1606,单位买的，还没有开始使用,,,
1614,紧身裤，裤腿有点小，可能只有29码的裤腿,,,
1617,耳机一买过来就脱塞?,,,
1622,脱胶，一件变三件，路途中突然分体，差点扎到脚。香精也弄得前面全是。,,,
1624,升级后装的app都不见，而且安装app根本使用不了，这怎么使用？,,,
1628,还没打开看   不晓得怎么样,,,
1636,一点都没有用,,,
1660,什么玩意取消,,,
1675,:刚到还没试用,,,
1688,给朋友买的  不知道怎么样,,,
1693,根本没送,,,
1695,期待产品的效果，不要让我变成宋小宝&hellip;&hellip;,,,
1708,给压坏了。。还没用呢。不过是自己原因。。跟货物没关系。。。。,,,
1717,大家千万别买买回来就是坏的出厂前不检查嘛难道等师傅安装等到半夜十点多也没来客服更垃圾什么也不懂小伙伴们千万别买一颗星都不想给,,,
1720,现在感觉苏宁服务赶超***，卖的货都是最新，***好多货都是老的，,,,
1737,用了后没多大效果。。。,,,
1738,货回来质地特别稠，瓶身没有质量安全认证,,,
1744,**客服，问什么不回什么，还非得让跟京东买手机壳,,,
1747,反反复复反复发,,,
1753,就给两星吧      买四条三天穿了一两个月了怎么裤裆还会痒痒的,,,
1765,质量辣鸡要死,,,
1768,打开包装就发现旁边有小的豁口,,,
1771,棉不是很纯，穿着起球。,,,
1784,没起到什么作用！！,,,
1790,上衣穿了跟没穿一样，裙子根本没法穿拉链质量叼的一逼。,,,
1797,相当耗电啊，哟用了2个多月耗了800度左右,,,
1798,。。。。。。。。？。。。。,,,
1806,暂时不觉得有什么效果。送的另外一条为什么是三角的？？？,,,
1813,送家里人的，,,,
1820,啦咯来PK哦哦YY,,,
1827,颜色没选对,,,
1844,袜子就不说了，跟着内衣裤一起买的，算是搭顺风车,,,
1846,物流慢死了,,,
1847,，，,,,
1854,是原装的。[追评],,,
1855,&hellip;&hellip;&hellip;&mdash;&mdash;&mdash;,,,
1856,为什么不送无线充电板？,,,
1858,去年就入手的，宝宝好喜欢在上面画画，之前总是在地上或墙上乱画，现在有了这个后就好多了,,,
1860,货都没发怎么就显示签收了,,,
1863,用用看，过阵子再评。现在价格便宜,,,
1870,hao,,,
1879,真不怎么样,,,
1880,用了不到一个月 侧面按键掉漆了,,,
1894,说好的赠品呢，说好的呢？,,,
1896,才用两次 左边个就没有声音了,,,
1904,盖子上都是胶黑色的 看起来很恶。。。。,,,
1914,插到话筒上不出声音什么鬼。哎,,,
1916,哎&hellip;&hellip;&hellip;&hellip;,,,
1942,音量太小,,,
1943,就这么大一点的磨砂纸？我也是醉了,,,
1945,在京东网购买不下十次钢化膜，从来没碰到这种事，自认倒霉！反正只有*！,,,
1948,...................,,,
1951,"根本没有送贴纸,骗人的。",,,
1961,电脑很值,,,
1967,收到了还没用，但是收到的跟售卖的图片不一样是怎么个意思，图片的背面是印上去的，可到手的确实纸贴上去的！,,,
1977,-%-%-%%-%%%%%%%%%%%%%,,,
1993,未见赠品。是不是忘记了。算了！,,,
2005,还没用呢，广东产的，和实体店的一样。日期很近。,,,
2008,不保暖。,,,
2009,乱拿口味,,,
2010,打开包装后，里面有个朔料瓶的水只剩下个底了,,,
2020,来去自如啊，耗子可能有点大,,,
2023,没有没有没有没有用的东西太,,,
2036,还没使用，不知道效果，买个预防冬天狗耳朵生螨虫时候用。,,,
2056,没有对齐,,,
2060,"还没用呢,正在学习",,,
2085,自己贴的，还要十个字啊？,,,
2099,一天不到就没电了,,,
2102,只有29.7G其他还没发现有什么问题,,,
2128,我的天哪，才用三天，就听不到声音了，这是在搞笑呢,,,
2130,"面膜的气味与专柜卖的不同, 真的不敢用.",,,
2139,？？？？？,,,
2140,放在奔驰钥匙上，两天就显示没电，怎么回事？,,,
2147,在我脸上一点效果都没有,,,
2190,。。。。。。。。。嗲,,,
2193,规格不是我想要的，小了,,,
2194,还没用，用后再评价。,,,
2209,没啥效果啊,,,
2213,对豆豆不起作用 没有什么效用 是蜂胶本身的问题吧,,,
2219,5.56E+14,,,
2221,感觉毫无效果，不知是不是因人而异,,,
2234,充了几天把手机充电那块主板烧了，换手机了,,,
2235,给你五个星,,,
2236,没有说明书,,,
2239,太大了，直径都超过30厘米,,,
2244,风有点小  跟我舍友也是30块那个比有点差距,,,
2258,我去～只能当柴烧,,,
2267,是真冰柜，有一些冷气[追评],,,
2268,已经收到货，今天太晚来不及装上试了，明天有空安装,,,
2274,不过和欧莱雅的比还差点。不过那个鬼啊。,,,
2285,冷藏室的容量比较大，第一次购买容声，待以后使用后再来评论。,,,
2289,买的时候是红的，发的时候是黑的,,,
2290,居然是赠品？？然后标价来卖？？？,,,
2295,给朋友买的，不过说 手机 用着 总是发热 &hellip;,,,
2297,给朋友订的，还没用，用后评论,,,
2311,物流特别不负责任，用塑料袋包装，都没用盒子。真的很生气！,,,
2316,用处不大,,,
2318,吾俾一粒，算是好的了,,,
2320,不是我用的,,,
2331,太红，红了一洗就掉色！,,,
2354,囤货，到现在还没用呢。,,,
2368,才买完不到三个礼拜就降价了*块钱，还不保价！,,,
2378,网络电视，和直播都能看。有些小卡,,,
2379,1234567890,,,
2390,啧啧不想说什么了，虽然是*抢购的，但是既然店家搞这个了，就要做好！9月29号拍的吧？到10月10号才收到货。这个就不说了，拿到手已经压的不成样子了，前头的卡子已经砸碎了，也懒得找店家退换了，就这样吧。,,,
2391,&hellip;&hellip;&hellip;&hellip;嗯嗯嗯,,,
2393,刚收到，还没用，我本来选的蓝色，却给我发了个粉红色的,,,
2394,东西好的哦,,,
2399,大家不要买了，根本没有宣传那么神，就是有点香味而已。,,,
2404,没用，不知道什么。。。。。。。。。,,,
2406,质量好不好看看就明白了,,,
2415,冷藏室只有下面能冷冻，放上面的就没有用，只能保鲜，,,,
2423,?&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,,,
2425,老牌子了，家裏一直用這個牌子的，很喜歡,,,
2439,帮朋友买的 据说一直用这个牌子 建议去支持国货,,,
2450,这快递太让人生气，货到了，打来电话问在哪里也说不清楚，在打电话去问直接不接，打了好几个电话都不接，最后用导航一家家的找，以后打死都不会用中通快递，在买东西要在是用中通快递，直接不要退掉，,,,
2451,给妈妈买的，不知道怎么样。[追评],,,
2454,iPad的充一次就没电了，iPhone2次&hellip;&hellip;,,,
2463,有了蓝牙耳机方便了许多,,,
2468,.0..........,,,
2473,声音听不清，电视看不成，不知能不能换？,,,
2488,&ldquo;苏谦沫&rdquo;&ldquo;苏谦沫&rdquo;&ldquo;苏谦沫&rdquo;,,,
2491,风比较大 噪音有点  刚买几天就降价。。。。我去。。。,,,
2542,呵呵,,,
2543,差差。。。,,,
2551,无发票，显示的赠品没有发！,,,
2555,没有选修,,,
2570,还未使用，感觉应该还成,,,
2577,小，，小。小。小,,,
2589,一瓶喷了不到4次就没勒,,,
2595,给盆友买的，我也没用,,,
2599,太易断了，买来一个星期就断完了。,,,
2609,噪音非常大，退货了,,,
2615,不是有网袋赠送怎没见,,,
2618,现在刚收到货，还没有还没有开机试一下，等今天晚上回去开机试了以后看效果再评价。,,,
2622,哦，Usb3.0速度10M，嗯，是屎吗？我那个u盘速度都在40M左右，65R商家你配在这打着牌子说100M速度吗，14G可用，那2G被你家狗吃了？,,,
2627,感觉没有,,,
2645,老爹戴着不肯给我了,,,
2670,已经是小号了还是穿不得太大了！,,,
2685,好的,,,
2686,还没使用，使用后再追加评论,,,
2689,吃多了会上瘾,,,
2702,机器的声音让我想起乡下灌溉田地那种抽水机?，远远都能感觉到它的震感，开个两分钟自动关机，也没有雾喷出来。,,,
2709,。，，。，。,,,
2712,还没用不知道效果如何,,,
2717,一分钱 一分货吧！,,,
2727,第一次买，还没用不知效果如何,,,
2750,千万不要购买了，剩余保质期不到一个月。。。。,,,
2771,第一次买，不知道效果怎么样,,,
2777,额额额额额额额额额,,,
2780,可能我是干皮的原因 擦了一天 脸上起皮了 不会再买了,,,
2786,我半个月才收到货，大家买时要考虑经得起等宝贝的时间，还有客服态度实在没有办法。太没有一点责任心。本来要退的但因为是朋友帮我付款买的，,,,
2797,声音太大,,,
2813,刚买就直降350元，这是什么商品？,,,
2831,赠品而已,,,
2837,收到货还没打开，扫描条形密码没有结果，怀疑是仿造的。清商家给解释。,,,
2844,XX昨晚刚买今天就降价，还写什么30天保价！这样呼又消费者，以后再来京东买东西真的要多想想,,,
2850,宽度不够 感觉就3 40厘米的样子 太小了 物流速度4天,,,
2864,我要强烈要求退货，23号下的单，28号才收到、而且发货方还是在深圳。我也是在深圳同一个城市竟然送了一个星期你就是走路都能走到了。收到货之前打开一看机器拿到手里一看发现里面好像是有螺丝掉在里面一样一摇就叮当叮当响。最最最可狠的是打机器插上电之后按出仓键竟然都出不来。。。。。。。。。。。,,,
2901,冲着vs大牌子买 发现还不如杰士派,,,
2903,慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢慢,,,
2908,．,,,
2912,什么冰晶怎么里面什么都没有1挡2挡跟本没有风,,,
2917,建议不要去里面卖还是实店卖比较好、我卖的都是一件烂衣服好大一个洞、气的我直接扔垃圾桶,,,
2945,喝了没什么感觉似的,,,
2955,刚用还不知道咋样！,,,
2963,使用中没发现什么。,,,
2972,到期了还发出来？不看下生产日期？,,,
2976,。。。。。。？,,,
2978,网络连不上,,,
2990,还没开始使用，不知道怎么样,,,
2992,没什么大问题    ,,,
2993,电视机送来几天了，怎么没有工作人员联系安装的师傅上门安装呢？再不安装就要考虑退货了。,,,
2999,货收到了。不知道好不好明天试试在评,,,
3002,为什么只有28.96G呢，说好的32G的呢？？,,,
3013,送货到家5小时后开机不能制冷，送货公司是将冰箱打横运过来的，违反了搬运要求！,,,
3018,&epsilon;＝┏(?&omega;?)┛深夜放毒,,,
3023,&hellip;&hellip;&hellip;[追评],,,
3028,这个气味嘛～～真的要人命！,,,
3047,以前买过这个,,,
3048,听筒声音太小，根本听不清对方声音，已经申请换货,,,
3076,老牌子，相信,,,
3082,这个眼霜买回来后，使用了一个星期之后，红色的出现颗粒状，烦请给个回复！谢谢,,,
3086,一直都用这个产品，每次都得囤货,,,
3093,实话实说，和专柜送的小样香味不一样，有一股类似塑料的味道！特地用了两天才来评价，只能说，如果当时专柜送的小样用起来也是这个效果，我不会回购！,,,
3101,根本没看到礼品，卖家就是这样戏弄客户的吗？,,,
3103,产品介绍是产地韩国，外包装上明明白白写的中国制造！！,,,
3147,我的赠品呢？买了两个都没一个挂件赠品,,,
3148,颜色不怎么的,,,
3157,找了好多遍，都没找到生产日期跟限用日期！这是怎么回事,,,
3177,复制一段话，到哪都得积分,,,
3184,没用！！！！！！！！！！,,,
3195,没法穿，太小了。也没法试。,,,
3196,试用以后再做评价。,,,
3220,充电时有滋滋声,,,
3222,手机丢了买个临时对付一下，还成,,,
3227,老牌子了。[追评],,,
3245,根本都没买怎么要我评价呢，真搞不懂。,,,
3258,系送来就破得，真系白白没有我*,,,
3259,没有用一点用都没有，上它玛的鬼子当了,,,
3274,没有弹性。。。。跟*块钱的拍子一样的,,,
3275,没有低音,,,
3284,屏上这些数字真烦去了又现用起来不顺手下个软件看连续剧广告又多&hellip;&hellip;哎！,,,
3286,水货打了几下就冒烟,,,
3302,我买东西是在线支付，付完款，都5天了东西还没有到，我也是不小心点了收到货。但是东西还是没有收到，我该怎么办,,,
3306,好好好好哈！！！！！！！！！！,,,
3309,帮朋友买的，不知道好不好，，,,,
3310,不孬，第一买,,,
3316,啊啊啊啊啊啊啊啊啊啊啊啊啊,,,
3333,！根本没有收到！,,,
3337,凑合吧,,,
3339,用了半年了，身上的疤一直存在，,,,
3351,没替换装啊,,,
3356,!!!!!!!!!!!!!!!!!!!!,,,
3365,xxxxxxxxxxxxxxx,,,
3384,感觉有点甜,,,
3410,没什么效果，感觉和没用的一样,,,
3418,服务员不安装，妈的，下水口是左边，不是右边！害的我忙了半天！京东快要死了！,,,
3432,我猜的因为这一批还没用,,,
3433,相当喜翻&hellip;对于Kitty控来说简直hold不住&hellip;啊啊啊啊&hellip;,,,
3441,保质期三年，到期日：2017年5月，购买日期：2016年9月。马上到期拿出来卖！网页上没有公布生产日期及批次，如果公布相关信息，绝不会购买！,,,
3444,先不说酒怎么样，因为根本没收到，还把钱给扣了！</br>京东也不处理，说商家失联！</br>这样的商家，大家还是别去购买了，现在正在投诉北京工商，投诉315，希望能讨回公道！,,,
3451,用了没几天到处漏电，现在锅内漏电真的是用生命在做饭啊。,,,
3462,与商品苗诉一点都不一样，还能在散点，当肉松卖吗，一颗星都不想给！,,,
3468,刚到货！还没用呢！,,,
3488,我从不怎么习惯在网上买衣服这类的东西，这次更是让我彻底的死心了，鞋那么大，卖家你说吃屎长大的吗？,,,
3490,买完就降价 *这幅度太大了.,,,
3494,..............&radic;,,,
3500,开包就花了！*得退而已,,,
3512,给朋友买的，也不知道好不好,,,
3514,膜就是外面*块钱一张的货,,,
3515,买这个给我发了个多效强韧,,,
3516,未送到我地址。害的我骑车跑了3公里,,,
3525,用完大半瓶了，没觉得毛孔变小了，可能还要继续坚持吧...,,,
3530,bmybmybmy,,,
3536,配套使用！,,,
3549,走在瓷砖上打滑，走路都走不了,,,
3564,还没有用。,,,
3568,很不划算,,,
3578,什么30日保价，刚买啦，没过几天就降价，真没语,,,
3588,到家充电冲了一天  然后给我的魅族note2充电 充满后小米电源还有两格电   10000毫安看来有点水分啊,,,
3592,老婆苹果丢了，换一个品牌,,,
3599,花了一个半小时安装却少了两颗台面背面主罗丝，多几颗小罗丝，不知是否影响使用。,,,
3605,内容比彼得的&ldquo;木工基础&rdquo;好多了。,,,
3609,用来打游戏，基本没戏，不知道这种商品为什么还卖,,,
3624,&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;买了5台了,,,
3629,给老妈买的，我还没见到呢,,,
3643,你们看，你们懂得,,,
3647,生锈了,,,
3648,不是六爪的,,,
3653,送到手上外包装已经扁了！！！！！,,,
3657,具体人而已频率程度上受到与会,,,
3659,你妹买了几天就降价,,,
3666,煮蛋器，到家就试了一次，十分钟左右，搞定鸡蛋，记得要比说明书上说的水量多放些。,,,
3689,第一次吃，期待中,,,
3703,。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,,,
3705,老婆用了没说怎么滴。,,,
3718,说白了，就是一凸透镜，和镜头不沾边，路边*,,,
3721,以前用施华蔻的Q10，换这个后头皮屑在满处飞,,,
3722,居然有颗螺丝没有装好，散落在包装内部，不能接受。,,,
3731,不敢在网上买了，不敢在网上买了。,,,
3753,颜色给我弄错了问你连话不回复吗,,,
3759,经小米官网验证为&ldquo;可能是小米手机&rdquo;,,,
3763,用在身上有点蜇，打算闲置了,,,
3772,感觉作用不太大！！！！！,,,
3785,质量很好希望更多的朋友信赖．店主态度特好我会再次光顾的．可不可以再便宜点．,,,
3789,还没有给小孩用，声音有点大,,,
3790,以前在家用过，现在还没有开始用了,,,
3792,收到的货跟图片根本不一样！,,,
3796,不会用不会用,,,
3804,只有2/3瓶！！！只有2/3瓶！！！只有2/3瓶！！！而且任何密封条或者包装膜都没！我都怀疑是不是被用了的&hellip;&hellip;,,,
3815,为什么保鲜区域也结冰，那不是整个冰箱只有冷冻功能了，保鲜功能呢,,,
3830,漏水,,,
3833,没感觉，赠品,,,
3840,噪音大，一分钱一分货。,,,
3841,外面好像有点青提怎么回事？,,,
3850,记得看时是有赠品的呀，下完单了也没在意，还要加5元快递费，收到货也没赠品！！！,,,
3856,没有什么效果,,,
3880,味道与之前的不一样，怀疑不是正的!洗面奶跟兑水了似的。。。。包装竟然是什么促销装，也是醉了,,,
3895,有磨损，好像是退换货,,,
3906,[追评]刚用机器暂时没发现问题，买之前没有强调保价问题，我在其它店从不声明，都会处理！,,,
3913,****，手环不给我了?[追评],,,
3916,%E8%BF%98%E6%B2%A1%E7%94%A8%E3%80%82%E6%9C%9F%E5%BE%85%E6%95%88%E6%9E%9C%E3%80%82,,,
3938,得到葛荟婕家家户户环境,,,
3942,老手机满血复活[追评],,,
3959,没有赠送,,,
3960,一个希腊罗马的服饰再加上完全是东拼西凑的几个西方品牌，韩国2013年出版的书。,,,
3985,老品牌，噪音小。,,,
3990,實惠！！對的起自己的價錢！,,,
3993,还没用，准备春节去泰国用,,,
3998,完全用不了，搜不到手机！！！一次都没用上。,,,
4001,买了没有一个月，不充电了,,,
4002,东西跟图一样只不过安装完满头大汗有点累！,,,
4008,原来担心影响音质，到货试了一下，感觉没多大变化,,,
4011,根本没买这个 不知道怎么给我弄的订单,,,
4012,我没有收到货，怎么销售就完成了？怎么回事儿？,,,
4014,没注意，是小包装，第一次见。,,,
4022,什么东西嘛！拆开包装拿出来就掉了，有图有真相，建议不要买。,,,
4028,还没有试过，获奖红酒？我查了一下没查到啊??,,,
4030,实在想不到发回来的竟然是这么个玩意,,,
4032,味道和女性香水一个味道,,,
4042,为什么春节期间不接受预约安装？为什么不早说呢？,,,
4045,il;y;yuhkiyhkhgtjgjl;h;,,,
4050,还有黑线，不是大红?,,,
4051,到货有点晚了。,,,
4057,宝贝收到了！！！！！！！,,,
