124,不过作为辞书，印刷和纸质都只能凑合吧，n次贴稍微标记一下就。。。还好没有连根拔起。。。书在北京还好好的，带回香港虽然放在室内，就受潮弯成方便面了！ 但作为罗热的脑残粉，还是觉得很满意。mass market版的，够意思了，不强求，只力荐。
125,价格小贵了些，不过还是很好玩的，作为入门级了解乐高。飞机搭出来还挺是样子的
126,喜欢 味道不错 哈哈 下来还来
127,线有点短，其他还可以
128,四星，收到鞋子，感觉挺不错。就是看到别的买家都有小吊坠，我收到鞋子并没有……很纳闷
129,还没用，等用了在补评吧
130,作为一名中国人，为了更好地做好对外汉语教学的相关工作，我把里面的几套题做了一遍，最大的感受是，答案没有解析，很难讲解。总体来讲，物流超快，亚马逊的书是用箱子的，书保护得很好。
131,79元的价位，缺点也是有的，70CM稍微有点矮，不过写字，玩电脑刚好拉大距离保护眼睛。米黄木纹的桌面，很清新美观！桌子稍微有点晃动。总之，很客观的说，小桌绝对物超所值！很方便很适用。值得拥有！
132,没有外包装，买了两盒，两盒都不一样，用了一片感觉还可以
133,整体质量好，细节差一点
134,不错的电池，放在无线设备里面，经久耐用
135,不要买单曾的帐篷，里面会下气汗水珠，好像下雨，非常严重。没有办法使用，早晨会发现外面是干的帐篷里好像下了雨，用了就知道，真的不能用，我现在的感受。唯一优点是帐篷里没有异味，这点算是优点。
136,膏体很细腻，但是味道没有很清新，也没有美白的作用
137,"东西看着还不错,就是相纸太贵,所以还没舍得用"
138,外观有磨损，音质不好，2个月一个键坏了
139,狗屁全峰，两天留言联系不上我，就完全没联系我，到第三天下午才到我手上，不知道亚马逊怎么选择的合作伙伴？ 今天终于组装上了，又发现一个问题，装箱的是不是不带眼睛的，最细的管子发多一根，立着的中粗管子又少发一根，，东西质量嘛还行，不想退了，但谁来换给我一根立着的中粗的管子给我，谁来换给我/???
140,产品没有与时俱进。口味过咸，豆皮难分离，豆肉太硬。
141,拍了一个星期才到，到了瓶底还是凸起来的
142,一份价钱一分货呀，用了不到三天那个白色旋转滤水器就松掉了，托把头也没有棉线编织那种的好，总体感觉好失望
143,越南产 尺码准备 做工尚可。
144,刚刚学习德语的同学可以选择这份资料，由浅入深，很清晰，教学也表较好，老师很有水平。有发音要点，有背景知识！顶一下！
145,之前没有在网上购买过化妆品，货到付款，第二天早上就收到，服务很好 产品还在使用，使用效果觉得一般般
146,宝贝女儿说，跟图片不太一样
147,个人买了两次这个鞋子，第一次送过来那双鞋子内侧严重脱胶，然后又买了一次这次这个鞋子买了以后前段时间没有穿，今天刚穿上走了一会回来看到鞋子侧面开胶了。花了800多买的，这质量也太让我怀疑了。所以要求退货。
148,物流挺给力的，速度快，就是服务态度有待提高。东西很不错，刚开始还有点担心，用了半个月效果很不错！
149,故事情节简单，不太吸引人。
150,枕头确实不是慢回弹的，与宣传严重不符，跟以前购买过的一款慢回弹的枕头比起来差距比较明显。另外，味道很大，在阳台通风处晾了一天，仍然有味道。
151,做工还算过得去，感觉比铝合金的要结实，但比较沉，老年人使用不太适合，怕搬不动。
152,300元亚马逊香港直邮，因为看了网上评论很日常才买的，本人皮子算白的，唇色比较淡，和圣罗兰方管的13和52号相比，17号说实话效果一般，无功无过！最爱还是52号，真的很粉！而13号很靓，17号就好普通，无惊艳！
153,被子很轻软，保暖性也很好，非常满意。
154,来的当天就使用了。洗完后脸很光滑。。至于洗没洗干净嘛。。感觉跟10几块的差不多。。没有泡沫型的洗的干净。。但是3大瓶真的很实惠了。。。。
155,无论是手感、质感都比较次，在接收器的两侧，还有没有处理干净的水口！塑料质量也不好！ 鼠标模式下，中间的四维方向键时而失灵，纯粹看重他能够切换到Keynote模式才买的！很失望！ 此外，还是指纹收集器，没有收纳袋！感觉如果表面能够处理成为磨砂的才更有质感！
156,几篇报告的集合，论题分散，且并不深入，不推荐。
157,不知道是不是正品，底不平，放在平桌上会晃动。字体洗刷了十来次就脱了。比美亚海淘的吸奶器带的4个小瓶差
158,清洁效果很好，用完很舒服。给父母也买了一套。
159,书标题吸引了我 但内容一般
160,好，就是有些纸未切断，拉出来有牵连。
161,味道不错，只是线香有粗细
162,业余爱好者，看了黄仁宇的《万历十五年》《中国大历史》，看了汤因比的《历史研究》，又看了这本《枪炮、病菌与钢铁》，个人感觉，这本书对我的触动最大。 黄的《万历十五年》文笔相当的好，历史知识丰富，但看他其他的作品，觉得在历史研究上的功力有限，还处于散兵游勇的阶段，到科学研究、自成体系尚早。 汤因比的《历史研究》，好是好，总觉得观点上有些偏激，似乎文明的发展不过是挑战与应战的循环。 而这本《枪炮、病菌与钢铁》，则从完全不同的方面阐述了环境在影响人类历史进程中的巨大作用，给人耳目一新、恍然大悟的感觉，绝对值得一看。 惜知道这本书的人太少，酒香也怕巷子深啊！
163,猫咪对夹心以外的东西不太感兴趣，希望能加以改进才好。
164,我的两个牌子的DVD都不容易读，卡有马赛克现象，步步高读盘能力也很强的，压制的盘编码有问题。
165,还行吧，不是太满意，做工一般
166,包装很单薄，收到货发现角边有缺品，很不满意
167,枕芯摸起来还不错，也 挺软，但是感觉弹性不是很好。 这个价格也还可以了
168,这款稍微有点粘灰，不过价格便宜，随便穿穿完全ok
169,包装不对，是老包装，和图片不符，不过有提示，使用中，有点感觉不靠谱。
170,如题。无线功能不好调，有线方面，是一只比较中规中矩的猫~
171,挺好，真的很舒服很补水~
172,现在在用，需要坚持才能看到效果吧
173,产品质量很好，价格也非常公道。很愉快的一次购物体验 不过敏
174,手感很一般，而且放不下毛爷爷，钱包特别的小，买的时候要谨慎
175,款式可以，方便，购买回来使用的比较少，在入手后一周就出现不论您按哪个号码，按的号码都是3，而且发出怪音，出现了几次也不当回事，最近越来越频繁，我都只能用手机，可怜我有1000分钟的座机通话时间，估计没戏了！你们这边没货，请安排退款给我，我每天都要用座机，只能重新别家购买一个普通的了。杯具啊，亲
176,这本书讲的不切合实际
177,用了没问题，有点贵啊
178,就是加厚海绵。来了我以为是地毯呢- -卷一个卷~~~ 打开吸气膨胀了。
179,在亚马逊海外购购买安全座椅。5号上午六点到配送站，之后一直没安排配送，也没人任何人联系我。我打给亚马逊客服不止五次，一直在那推脱敷衍说跟进处理，一直没有解决问题！ 打给如风达，一直打不通电话，打通全国客服电话后，说跟进处理，之后也没有下文。直到昨天19号打通江门如风达的电话，说没人配送，我自己提出上门取货，然后才拿到货。去到物流点，分拣员说一堆都没人配送的！如风达物流点没有任何标志，问来问去才问到！地图上也搜索不到！ 我买的是橙色，发货的是红色。折腾不起了，只能无奈接受了！ 这就是亚马逊的服务，以及选择合作的快递的服务！！！！
180,及其普通的啫喱水 跟好迪差不多 真难用 买的最失败的一款造型产品
181,用了三个月就坏了，太失望了，以后不会买罗技的了。。。。。。 坑爹呀
182,产品满足要求，只是厂家开始没有开发票，费了些周折发票终于到了。
183,气味一般，杀狗身上的蜱虫效果好，洗完后狗身上的蜱虫都掉出来，洗了两次后基本没有了。没见跳蚤
184,顶部的接口松了，也收不起来
185,此商品价高质次，高音部音量小音质差，且吹得很费力。一句话：购买此品牌上当了。
186,16 Juste une chanson 那里去了？ 非常不理解删除曲目的做法，为啥我们听到的和外国人听得总不同呢，而且是降格了。
187,为什么一直出现让我输入admin的界面，而且提示密码错误！是不是返修的！什么破东西！
188,设计不太合理！本来这个尺寸的窝就是给小型犬设计的！但是门口设计过高！ 宝贝不太想进去！
189,放在衣服里，有天不小心怎么拿出来怎么还跑出来一只蟑螂，可吓死宝宝了。所以应该不妨蚊虫
190,破玩意，一使劲就变形，脱开，能干啥正事！不推荐购买！
191,发货及时包装完好，做工不错，价格便宜，版型也很不错，相当超值了
192,与同品牌的一样，一盒里50张，看图片感觉包太妃糖非常适合才买的。到货觉得纸张薄，不知道包糖会不会透呢？
193,为什么用了两天之后突然暗下来了？
194,容易组装，但是包装清单上有的工具没有配……性价比还是比较高的，如果不掉漆，再结实一点就更好了。
195,很容易掉不说，纸卷也不容易抽动
196,个人觉得oakwood牌子的护理膏很好用，进口正品，擦完很润滑，皮具就不容易干裂了，也一直相信亚马逊的产品
197,很少评论，不过这个架子买的时候没注意居然不是亚马逊自营的。收到的时候包装之简陋有一根管中间已经压扁了。而且几处掉漆。但是当时急到要用也勉强能用就凑合了。
198,绝对不值，千万还是别买了，这个笔最多签签字，根本不能当毛笔用啊。。。贵的要死
199,Transcend 创见的存储卡，质量很稳定。2003年给佳能350D买的2G-CF卡，当时花了360元，到现在还在用。这个SD卡，59元，实测写入速度600MB内容要15秒，与sandisk的超极速卡（16G要120多元）性能不相上下，但价格要便宜70多元。存储卡最重要的指标是写入速度，因为拍照时，照片写入存储卡的速度越快越好，而读的速度是第二位的。选择存储卡不要被标签上的那些数据如95MB/s、90MB/s蒙蔽，写入速度快才是最重要的。
200,一直在用，很不错的。
201,总体感觉还行，包装完好，送货也快。物流确实不错。 总体感觉是光点较小，但也能达到所说15米远。个人感到最大不足是充电电池，商品介绍中并未明确说明这一点。充电电池效果肯定不如电池来得好。
202,用了4天吧，右眼镜片就裂了，有点脆弱吧……
203,倒出来的时候有死角，会倒不干净
204,用着还行 开车带着挺方便 不沉 就是送来后镜片有些磨损 希望以后注意吧
205,不错的英词。 性价比高。
206,太太太太薄了，节能的品质领教了
207,编排混乱，但是，看起来还是挺赏心悦目的。
208,还不错，就是用的很快
209,首先这物流真心让人郁闷，等了半个月来跟我说清关延迟，然后到手时物流不是易客满而是别的物流，还是从东莞发出，让我怀疑是不是正品啊！东西包装有小箱子还不错，但是奶瓶说明书竟然英文韩文还夹杂几行中文说明，不是美版么，怎么还有中文，真心怀疑是否正品！再说试用，哎装水后拧紧了还是会从瓶身漏，喂宝宝几次都滴得衣服湿，要不是不知怎么退货我肯定退了
210,书第二天就到了，本来很期待，可是说好的光盘哪儿去啦
211,很好吃，没事嚼两粒，味道很好
212,感觉跟在泰国的乳胶枕头不一样，也不是很舒服
213,购买使用后：1）有些除臭去垢作用 2）约克夏不拒绝味道 3）纯进口产品使用放心
214,材质厚重，质量不错。安装使用都挺方便。
215,效果还是很明显！！不错！
216,发热的时间够12小时，不过发热得很均匀，每块都很平整。
217,太贵了，没觉得哪里好，和小白熊比性价比差太多、果断不买第二次
218,效果一般，老公说有一次他亲眼看到一只小强绕着这个胶饵走。后来用了德国小蠊专杀剂，十包装的那个灭蟑药才消灭的小强。
219,封面跟照片的完全不一样！
220,看到了诸多的好评，也看到有评论说字太小，比较又比较之后还是下单了。收到一看，晕了。字小得看着晕。以前买的是岳麓书社出版的，那本虽然没注释什么的，但看得顺眼多了。申请退货，但没见有个反应，算了，就束之高阁好了。
221,我用了四盒，内衣不再有汗渍，但滚桶洗衣机的洗涤剂盒有未溶的洗衣粉
222,这笔那么贵居然有股类似油漆的味道，包装太懒了打开有两支笔头断了，还有，我没说不开发票吧，怎么不给我开！！这是马可吗？
223,太难吃了，不好吃，，
224,平平淡淡没什么表现，一会就不润了
225,纸张不是很好，图画颜色有点掉色
226,变焦过渡一般，存在虚焦现象。
227,根本就不是纯棉，手感不好
228,巨无霸的瓶子，味道清新淡雅
229,这个产品还不错。价格也比较超值。用了两次，我家狗狗没有过敏现象发生。还是比较安全。
230,嗯，很好，这正是我想要的。
231,还可以，可以粘出一些小白头，但也不算特别惊艳。有需要的还是可以用下的。
232,说话神马的还是会听到， 晚上睡一觉 ，早上会掉下来， 得现找。。。
233,货到的时候下面角都磕憋了
234,效果还可以吧，嗯，用着一般
235,虽然验证是真的，但是两个内胆都非常松，而且有一个外壳两个结合处有毛刺，很不满意的一次购物
236,用了好久了 质量还不错 但是味道不是很喜欢 可能以后会换其他的产品试试吧
237,挺好的 颜色什么都很喜欢，质量还是挺好的 蛮不错的 已经是回购了。
238,一般，感觉设计不符合人体工程学，小指那里跟食指一样长，内里会移位，手掌内会不舒服，可能我手太小，掌宽9，中指长8，不过很暖和，北方天气可能会适合，但还是退了
239,没感觉到明显效果 但也似乎微微的有点用 没有意味 在口腔里面没有难受的感觉 看到好多评论说 牙齿很酸 但是我丝毫没有不适的感觉 和没贴的感觉一样 不难受
240,一直用这个产品，发热快，可以发热最少有7.8小时
241,秒杀699，翻看13年A400买的才520，真心搞不懂了 ，再加上是越南产，所以退货了。
242,老公说没啥效果，还买了两只
243,没啥用感觉沒有宣传的好
244,内容少，精华不多内容少，精华不多
245,原装的线。充了30秒就断了，这东西也太差了，明显感觉是尾货，小品牌确实质量不行！
246,昨晚用了一张湿纸巾整个鬼头全是麻痹状态。勃起都困难。 喷剂还没用
247,女儿在看电视时发现的玩具，购买的欲望很强烈。但买回来玩的频率不高，胜在质量还行吧，没什么味道。
248,东西收到后，和朋友的一对比。差别蛮大，做工粗糙，非正品、、、、
249,就是牙膏 也不见得便宜
250,到底是金正这个品牌没让我失望，东西好用，服务靠谱
251,东西不错， 很满意，哈哈
252,书很重要，但翻译太差，几不可读！
253,试写了一下真的很不错的软性彩铅 光用来涂色感觉有点浪费哦 盒子打开满满的色阶看的心花怒放呢
254,纯棉的，挺好的，细微色差
255,闻起来感觉那个味道有点怪，像加了香油的咸菜味道，不知道这么说准不准确。。。没有之前皇家奶糕的味道好。
256,活动时候买的，没有用，看上去还可以
257,7月12号买的隔天就到了但是！！！耳机感觉不像是正品的，用了两三天就开始掉漆。到昨天为止还好好的，今天就只剩一边有声音了，打客服电话一直是无法接通。
258,温和 味道好闻 好用 略贵
259,一直在使用，推荐。甲级
260,商品还行，过了好几年才来评论233
261,质量不错，第一次用海外购，满意
262,东西还可以，亚马逊做的也太不地道了。prime会员日大促的招牌打了多久，最后会员日当天买的东西比平时还贵。虽然贵的不多，但是这种做法让人觉得不舒服。
263,买的是一对，怎么成一个了，请回复
264,不错。就是太小了。太少了。 另外，发货发错了，我买的是HB，给我发的是红色的。觉得好玩，就留下了。
265,我买的是整盒的（一盒三只装），收到后发现为什么是拆开包装的呢？本来以为买亚马逊自营的比较保险，最起码是正品，可是我买的是整盒，无需打开包装吧，本来一盒就是三只装的，可是我收到的货，却是拆开了外包装的。盒子右侧的点断线是被打开了的。心里很不舒服！！！不知道是不是正品。如照片所示：外包装的纸盒是被打开过的。
266,很好，两岁的宝宝穿110cm的有些大，留着明年应该还能穿。
267,东西吗应该是正品的，但是用的没什么效果，只保湿，，真晕了== 但是涂在脸上还有点油，因该适合秋冬天用吧--- 别的没感觉。。。。
268,拆开包装有味道，别的等使用后再说
269,买错了，退货中，不适合学英文的人看。
270,随机发颜色竟然都是黑色的，不太喜欢 在亚马逊买了些生活用品 比商场的还贵 向亚马逊反馈得到的答案是进货渠道不同价钱也会不同 所以慎重考虑吧 在网上买生活用品就是不想提太远 结果配送问题 还是让我搬了两趟，送货员说他们负责的地方太多送不过来 让我帮帮忙。
271,一般.没有泡泡.没有说的那么好
272,用起来感觉和其他牌子的套套差不多，甚至有一些比杰士邦还要好，真不知道卖这么贵是凭啥
273,这款bb以前买杂志送了一大堆，用过很多次。很水润，皮肤不会干。颜色自然 无色差。但是遮暇力确实很弱 ，弱暴了～有点小痘痘都点挡不住！
274,一年多前无意间看了花艺在线，万宏老师的一段视频，感觉从色彩方面研究花艺是一个切入点，现在还在学习中，色彩比较全但是觉得举例作品有点少。
275,好用，方便，拖地干净
276,老公说挺不错的，不过还没用，很期待~~~
277,快递不送货上门，去韵达快递门面拿的，打开看破了指甲大个洞，卖家应检查好发货！鉴于商品体积大退换货麻烦，将就算了！另外，里面只有枕头和防层罩，没有防滑垫.......，本次购物多有失望....
278,质量非常好！赞一个！
279,保质期是到2016年4月1日的，商品信息上没有任何说明，气愤，非常失望的一次购物
280,材料有没有搞过防蛀？蛀虫太多了
281,?62入手，有瑕疵的全新品，对此我很没所谓； 喜欢这种paperback版本纸张的廉价触感； 内容无需置评。
282,不错，比想象中的好多了
283,这一颗星我都不想给，吗家里8只猫没有一只喜欢吃，闻了一下就跑了，我那红狗的一比较真的差太多，红狗的猫就吃，这个的就不吃而且这个特别黏沾到哪里很难弄掉一样，特别黏，味道就跟方便面调料包的味道差不多，吻久了就恶心一样，红狗完全没有这样感觉猫也爱吃，，真是一分钱一分货，太垃圾的主要猫都不吃害得我相信亚马逊居然买了5个，我都不知道这么多放在这里怎么办，看着就堵心。这是什么产品么，，
284,"相当的好,外婆喜欢!"
285,还蛮好的···蛮保湿的
286,译文字体很小，很伤眼睛。
287,蚊子嗡嗡飞，又不能调节大小
288,质量一般，而且偏大太多，中号袖子比一般的起码长了十厘米，算了，自己改一下将就了
289,我家可可一直吃国外的无谷粮 但是特别容易断货 某宝假货又多 这次看到 国内也做比较高端的无谷粮 买来试试 这款虽然也是六种肉 但是都是常见肉类也没有鱼 所以蛋白质含量只有31 薯类豌豆类却加了好几种 亚马逊价格很便宜哦
